,Class name, SubClass name, Parameter name, Display Units, Data Type, Data Length, Address Offset, Default Value, Minimum Value, Maximum Value, Display Format, Read Formula, Write Formula, Flags,  Help, Native Units
249,Permanent Fail,VIMR,Threshold,mV,I,2,0x000092e2,5500,0,5500,ddd,x+0,x,,,mV
250,Permanent Fail,VIMR,Delay,s,U,1,0x000092e4,255,0,255,ddd,x+0,x,,,s
251,Permanent Fail,VIMR,Relax Min Duration,s,U,2,0x000092e5,65535,0,65535,ddd,x+0,x,,,s
252,Permanent Fail,VIMA,Check Voltage,mV,I,2,0x000092e7,5500,0,5500,ddd,x+0,x,,,mV
253,Permanent Fail,VIMA,Min Active Current,mA,I,2,0x000092e9,32767,10,32767,ddd,x+0,x,,,mA
254,Permanent Fail,VIMA,Threshold,mV,I,2,0x000092eb,5500,0,5500,ddd,x+0,x,,,mV
255,Permanent Fail,VIMA,Delay,s,U,1,0x000092ed,255,0,255,ddd,x+0,x,,,s
256,Permanent Fail,CFETF,OFF Threshold,mA,I,2,0x000092ee,5000,10,5000,ddd,x+0,x,,,mA
257,Permanent Fail,CFETF,OFF Delay,s,U,1,0x000092f0,255,0,255,ddd,x+0,x,,,s
258,Permanent Fail,DFETF,OFF Threshold,mA,I,2,0x000092f1,-10,-5000,-10,ddd,x+0,x,,,mA
259,Permanent Fail,DFETF,OFF Delay,s,U,1,0x000092f3,255,0,255,ddd,x+0,x,,,s
260,Permanent Fail,VSSF,Fail Threshold,—,I,2,0x000092f4,32767,1,32767,ddd,x+0,x,,,—
261,Permanent Fail,VSSF,Delay,s,U,1,0x000092f6,255,0,255,ddd,x+0,x,,,s
262,Permanent Fail,2LVL,Delay,s,U,1,0x000092f7,255,0,255,ddd,x+0,x,,,s
263,Permanent Fail,LFOF,Delay,s,U,1,0x000092f8,255,0,255,ddd,x+0,x,,,s
264,Permanent Fail,HWMX,Delay,s,U,1,0x000092f9,255,0,255,ddd,x+0,x,,,s
265,Security,Settings,Security Settings,Hex,B,1,0x00009256,00,0,0x07,hh,x,x,RSVD_0|RSVD_0|RSVD_0|RSVD_0|RSVD_0|PERM_SEAL|LOCK_CFG|SEAL,,Hex
266,Security,Keys,Unseal Key Step 1,Hex,U,2,0x00009257,0414,0x0100,0xffff,hhhh,x,x,,,Hex
267,Security,Keys,Unseal Key Step 2,Hex,U,2,0x00009259,3672,0x0100,0xffff,hhhh,x,x,,,Hex
268,Security,Keys,Full Access Key Step 1,Hex,U,2,0x0000925b,ffff,0x0100,0xffff,hhhh,x,x,,,Hex
269,Security,Keys,Full Access Key Step 2,Hex,U,2,0x0000925d,ffff,0x0100,0xffff,hhhh,x,x,,,Hex
